Source_Component,Source_Pin,Source_Pin_Name,Net_Name,Destination_Component,Destination_Pin,Destination_Pin_Name,Signal_Type,Voltage_Domain,Differential_Pair_Name,Direction,Source_Document,Human_Review_Status,Notes
FB1,2,OUT,P3V3_AUX,C15,1,POS,LOCAL_DECOUPLING,3V3,,POWER,TI_INA238_REV_B,Engineering_Assumption,C15 is the INA238 local bypass
C15,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_INA238_REV_B,Engineering_Assumption,Place beside U3 VS and GND
FB1,2,OUT,P3V3_AUX,C16,1,POS,LOCAL_DECOUPLING,3V3,,POWER,TI_TMP1075_REV_F,Engineering_Assumption,C16 is the TMP1075 local bypass
C16,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TMP1075_REV_F,Engineering_Assumption,Place beside U4 V_PLUS and GND
FB1,2,OUT,P3V3_AUX,C17,1,POS,LOCAL_DECOUPLING,3V3,,POWER,ADI_ADP198_REV_G,Engineering_Assumption,C17 is the ADP198 input bypass
C17,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,ADI_ADP198_REV_G,Engineering_Assumption,Place beside U5 VIN and GND
U5,1,VOUT,P3V3_SENSE_PROTECTED,C18,1,POS,SENSE_PATH_LOAD,3V3,,POWER,ADI_ADP198_REV_G,Engineering_Assumption,C18 provides the defined 1 uF local load condition
C18,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,ADI_ADP198_REV_G,Engineering_Assumption,External short current is limited downstream by RISO1
FB1,2,OUT,P3V3_AUX,R15,1,TOP,I2C_PULLUP,3V3,,POWER,TI_INA238_REV_B;TI_TMP1075_REV_F,Engineering_Assumption,4.7 kOhm is a starting value pending cable and clock review
R15,2,BOTTOM,I2C_SCL,U3,5,SCL,I2C_OPEN_DRAIN,3V3,,BIDIRECTIONAL,TI_INA238_REV_B,Engineering_Assumption,Do not connect to host PCIe SMBus
FB1,2,OUT,P3V3_AUX,R16,1,TOP,I2C_PULLUP,3V3,,POWER,TI_INA238_REV_B;TI_TMP1075_REV_F,Engineering_Assumption,4.7 kOhm is a starting value pending cable and clock review
R16,2,BOTTOM,I2C_SDA,U3,4,SDA,I2C_OPEN_DRAIN,3V3,,BIDIRECTIONAL,TI_INA238_REV_B,Engineering_Assumption,Do not connect to host PCIe SMBus
FB1,2,OUT,P3V3_AUX,R17,1,TOP,ALERT_PULLUP,3V3,,POWER,TI_INA238_REV_B,Engineering_Assumption,R17 pulls up the INA238 open-drain alert
R17,2,BOTTOM,INA_ALERT_N,U3,3,ALERT,OPEN_DRAIN_ALERT,3V3,,OUTPUT,TI_INA238_REV_B,Engineering_Assumption,TP7 observes the shared alert node
FB1,2,OUT,P3V3_AUX,R18,1,TOP,ALERT_PULLUP,3V3,,POWER,TI_TMP1075_REV_F,Engineering_Assumption,R18 pulls up the TMP1075 open-drain alert
R18,2,BOTTOM,TEMP_ALERT_N,U4,3,ALERT,OPEN_DRAIN_ALERT,3V3,,OUTPUT,TI_TMP1075_REV_F,Engineering_Assumption,TP8 observes the shared alert node
J3,1,GND,GND,U3,1,A1,ADDRESS_STRAP,GND,,PASSIVE,TI_INA238_REV_B;INTERFACE_DEFINITION,Engineering_Assumption,U3 address strap is project-defined and must be documented in bring-up
J3,1,GND,GND,U3,2,A0,ADDRESS_STRAP,GND,,PASSIVE,TI_INA238_REV_B;INTERFACE_DEFINITION,Engineering_Assumption,U3 address strap is project-defined and must be documented in bring-up
J3,1,GND,GND,U4,5,A2,ADDRESS_STRAP,GND,,PASSIVE,TI_TMP1075_REV_F;INTERFACE_DEFINITION,Engineering_Assumption,U4 address strap is project-defined and must be documented in bring-up
J3,1,GND,GND,U4,6,A1,ADDRESS_STRAP,GND,,PASSIVE,TI_TMP1075_REV_F;INTERFACE_DEFINITION,Engineering_Assumption,U4 address strap is project-defined and must be documented in bring-up
J3,1,GND,GND,U4,7,A0,ADDRESS_STRAP,GND,,PASSIVE,TI_TMP1075_REV_F;INTERFACE_DEFINITION,Engineering_Assumption,U4 address strap is project-defined and must be documented in bring-up
FB1,2,OUT,P3V3_AUX,R19,1,TOP,LED_POWER,3V3,,POWER,INTERFACE_DEFINITION,Engineering_Assumption,R19 limits the PGOOD LED current
R19,2,BOTTOM,LED_PGOOD_ANODE,D1,1,ANODE,LED_DRIVE,3V3,,POWER,INTERFACE_DEFINITION,Engineering_Assumption,LED polarity requires footprint audit
D1,2,CATHODE,LED_PGOOD_CATHODE,Q1,3,DRAIN,LED_DRIVE,3V3,,POWER,DIODES_2N7002_DATASHEET;INTERFACE_DEFINITION,Engineering_Assumption,Q1 sinks the LED only while PGOOD_3V3 is high
J3,1,GND,GND,Q1,2,SOURCE,GROUND,GND,,PASSIVE,DIODES_2N7002_DATASHEET,Engineering_Assumption,Q1 source pin function is official; grounding it for this LED buffer is project-defined
